,user_name,user_description,user_location,user_verification,date,text,hashtags,source,retweets
13,Euro Journal - English News,"Euro Journal is a European News Agency. We report in German and English language on current topics in UK, USA, Germany, Europe and the World.",London,False,2022-06-15 00:44:36,North Sulawesi Babirusa Piglets Make First Visits to Habitat https://t.co/uJdCeDyWqi,,WordPress.com,0
14,SchweitzOwen,,,False,2022-06-14 22:41:23,"Our north Sulawesi babirusa piglets ventured out into one of their habitats with mom, Piggy, yesterday! They stayed close to mom as they watched her wallow, took a dip themselves and explored part of their home!",,Twitter Web App,0
15,Animal Community,Community for #AnimalLovers. Hope we'll be able to help with #veterinary and experience #advices.,,False,2022-06-14 21:53:03,North Sulawesi Babirusa Piglets Make First Visits to Habitat https://t.co/7UxQJ1iei2 https://t.co/O7mnYXOYRa,,dlvr.it,0
16,Scott Overpeck,"Husband, Father, Eater of Tacos. Non Profit Communications Expert.",Orange County,False,2022-06-14 21:12:01,North Sulawesi Babirusa Piglets Make First Visits to Habitat https://t.co/GeVwoXoUv4,,SocialBee.io v2,0
17,Crystal Tucker,,,False,2022-06-14 20:03:37,"Our north Sulawesi babirusa piglets ventured out into one of their habitats with mom, Piggy, yesterday! They stayed close to mom as they watched her wallow, took a dip themselves and explored part of their home!",,Twitter Web App,0
18,Brevard Zoo,We share our joy of nature to help wildlife and people thrive.,"Melbourne, FL",False,2022-06-14 15:27:02,"Our north Sulawesi babirusa piglets ventured out into one of their habitats with mom, Piggy, yesterday! They stayed close to mom as they watched her wallow, took a dip themselves and explored part of their home! https://t.co/TO6ztXrVE6",,Twitter Web App,5
19,ᜃᜎ᜔ᜒ ⛅💗🌷,24 | Licensed Professional Teacher (Major in Biological Sciences) | Environmental Science Teacher 🍃,Las Islas Filipinas,False,2022-06-23 03:17:10,"Happy Environment Month! 💚
Featuring Leyte's fauna and flora — the Philippine warty pig (𝘚𝘶𝘴 𝘱𝘩𝘪𝘭𝘪𝘱𝘱𝘦𝘯𝘴𝘪𝘴) 🐗 and Katmon-bayani (𝘋𝘪𝘭𝘭𝘦𝘯𝘪𝘢 𝘮𝘦𝘨𝘢𝘭𝘢𝘯𝘵𝘩𝘢) 💛 

#SaveOurNativeSpecies https://t.co/TQl0KQlkWr",,Twitter Web App,0
20,Masungi Georeserve,"Award-winning conservation project protecting threatened limestone formations & biodiversity through education & geotourism

#SaveMasungi #RestoreTogether","Baras, Calabarzon",False,2022-06-21 01:52:16,"Unfortunately, they are under constant threat because of the constant pressures on their natural habitats. (2/3)

Photo 1: Indigo-banded Kingfisher
Photo 2: Philippine Long-tailed Macaque
Photo 3: Philippine Warty Pig

#SaveMasungi https://t.co/ehCVjKyh6i",,Twitter for iPhone,6
21,DamianWhat,"The Certified Top Kekko of Gamer Season
Content Creator, Competitive Gamer, Hero of the People, aspiring Voice Actor, Brilliant Detective, and The Funny.","East Syracuse, N.Y.",False,2022-06-14 09:31:44,"@SteP__Arts @Nycteruu Draw a philippine warty pig character, that's like the only ph animal I know",,Twitter for Android,0
22,Keith Usher 🏴󠁧󠁢󠁷󠁬󠁳󠁿,Gooner since 1969 with a passion for African wildlife and Welsh rugby. Support Scarlets 🏉 🔴 60+ years old going on 30. I share occasional viewpoints on stuff.,,False,2022-06-23 18:50:34,"@JamesMelville This looks to be a reticulated giraffe, I’m not certain but if it is, its a very rare endangered species from Northern Kenya and Somalia. They move slowly and you can approach these animals to within a few feet, so incredibly hard to miss with a rifle shot. Such bravery.",,Twitter for iPhone,0
23,Zoo Tycoon Updates,,,False,2022-06-23 13:51:43,Reticulated Giraffe 1 is pooping.,,"Cheap Bots, Done Quick!",0
24,First Cut🇰🇪,,,False,2022-06-23 09:29:28,"You might also spot rare sub-species such as the Grevy’s zebra, reticulated giraffe and East African oryx, as well as the gerenuk
#KenyaSihami",,Twitter for Android,9
25,Zoo Tycoon Updates,,,False,2022-06-23 07:40:20,Reticulated Giraffe 12 is playfully roaring at Greater Flamingo 7.,,"Cheap Bots, Done Quick!",0
26,Zoo Tycoon Updates,,,False,2022-06-23 07:30:38,Reticulated Giraffe 20 is mooing in anger.,,"Cheap Bots, Done Quick!",0
27,Zoo Tycoon Updates,,,False,2022-06-23 06:10:36,Reticulated Giraffe 20 is chuffing at Cheetah 3.,,"Cheap Bots, Done Quick!",0
28,Zoo Tycoon Updates,,,False,2022-06-23 05:00:35,Reticulated Giraffe 12 is going to pee.,,"Cheap Bots, Done Quick!",0
29,JeromeAMosesTravelAdventures,humanitarian aid mission people nature outdoors wildlife  animals parks videos pics singing love music brands awareness travelcampaignsactivistshealthexercising,"madisonville,tn",False,2022-06-23 01:31:31,"Hey, Shorty: We kicked off World Giraffe Day yesterday with video by Nat Geo Explorer Ami Vitale. The video showed Fupi (Shorty in Swahili), a reticulated giraffe that was rescued and rehabilitated. @NatGeo https://t.co/hKuvfsVqm2",,Twitter Web App,1
30,JDHarchitects,JAYNE HARRISON | Architect & Founder | JDH Architects | Visionary Design of Educational Facilities | Schools & Learning Environments,"Sydney, New South Wales",False,2022-06-22 21:26:56,"Hapy National Giraffe Day

This  Fupi (Shorty in Swahili), a reticulated giraffe that was rescued and rehabilitated. 

Across Africa, giraffes are undergoing what is called a silent extinction. 

Populations have dropped nearly 40 percent in three decades…https://t.co/oRzycy5lZl",,LinkedIn,0
31,Memphis Zoo,Creating Adventures. Saving Wildlife.,"Memphis, TN",True,2022-06-22 18:03:21,@MayttMoore Ja is on his way to start his own family and help the reticulated giraffe population. We already have a breeding male in our herd. We will miss him!,,Twitter Web App,0
32,Keith Usher 🏴󠁧󠁢󠁷󠁬󠁳󠁿,Gooner since 1969 with a passion for African wildlife and Welsh rugby. Support Scarlets 🏉 🔴 60+ years old going on 30. I share occasional viewpoints on stuff.,,False,2022-06-23 18:50:34,"@JamesMelville This looks to be a reticulated giraffe, I’m not certain but if it is, its a very rare endangered species from Northern Kenya and Somalia. They move slowly and you can approach these animals to within a few feet, so incredibly hard to miss with a rifle shot. Such bravery.",,Twitter for iPhone,0
33,Abdulkadir Nasidi,"#Energy Entreprenure|#Leadership|
#Founder/MD/CEO, @Carvenservice, @EntrivisC |#Pulaaku| #Nwannem shina Nne uzo|#Eko oni Baje♡|",Glasgow.,False,2022-06-23 10:57:22,"World Giraffe Day

#WorldGiraffeDay is set on 21st June because it is the longest day of the year on the northern hemisphere.

https://t.co/GRqhKEgobu 

Photo by Varun Aditya https://t.co/0a0PkXEeV5","[{'text': 'WorldGiraffeDay', 'indices': [19, 35]}]",Twitter for Android,0
34,ishtiyaque ahmed,social activist,"howrah,india",False,2022-06-22 19:18:20,World Giraffe Day is celebrated every year on the 21st of June. This day coincidentally falls during the Summer Solstice in the Northern Hemisphere and the Winter Solstice in the Southern Hemisphere.,,Twitter for Android,0
35,OJADACT,"Non governmental organization that strengthen Journalists capacity in reporting against crimes in Tanzania.
Stopping Crime is My Duty, Your Duty and Our Duty","Mwanza, Tanzania",False,2022-06-22 09:28:38,"How illegal Giraffe poaching in Tanzania may diminish the species.
@erc_earth @EnvDefenseFund 
https://t.co/bW8MActjOW",,Twitter for Android,2
36,Prashant Yadav,Perpetually Enroute,"Gurgaon, India",False,2022-06-22 04:41:38,"It's World Giraffe Day! But do you know why today in particular? June 21st is the longest night and shortest day in the Southern Hemisphere, and the reverse in the Northern Hemisphere. A fitting tribute to the world's tallest animal
.
.
#WorldGiraffeDay #ExploreAfrica https://t.co/iXbPKRAaOo",,Twitter for Mac,0
37,Bob Karp,Documentary photojournalist ZUMAPress. Amicus omnibus canibus. IG: @Photopup,"Raleigh, NC",True,2022-06-21 20:50:02,"Jack, a 13-year-old northern giraffe, takes a long look after sneaking up on a volunteer holding a head of romaine @NCZoo. ❤️ #NationalGiraffeDay https://t.co/wSdQa0HtYl",,Twitter for iPhone,11
38,Venance Majula,"Communication is a Miracle of Translation. Labour, Climate, Youth, Communication, and Digitalisation.",Tanzania,False,2022-06-21 18:33:19,"Great Plains Conservations has focused anti-poaching efforts in northern Tanzania, an area notorious for giraffe poaching. It recently announced a 3-year plan to relocate more than 3,000 animals, including giraffes, to Sabi Reserve in Zimbabwe. https://t.co/ZVcoZM5Wuj via @luxury",,Twitter for iPhone,0
39,Dr. Brian Mwendwa,A Finance Expert/Providing Economic & Investment Blueprint/Climate Change Advisor 🌍/http://VillageVocations.orgW,Karen ,False,2022-06-21 16:41:11,"Today, the 21st of June, marks the longest day in the Northern Hemisphere, and longest night in the Southern Hemisphere. So, naturally, we should celebrate the longest-necked animals today, too. Happy World Giraffe Day! https://t.co/1k5P4eljuM",,Twitter for iPhone,1
40,Jason Gilchrist,"Ecologist, Nature Writer, Outdoor Photographer #rhino #mongoose #lemur #spider #wildlife #conservation #ecology #evolution #biodiversity #dinosaurs #lifeonearth",Scotland,False,2022-06-21 16:38:48,"@ugwildlife 1st wild giraffe I ever 👀 was in Murchison Falls National Park, @ugwildlife, Uganda. 📸: from scanned slide. Northern giraffe, Giraffa camelopardalis. #giraffe #NorthernGiraffe #Giraffacamelopardalis #ThePhotoHour #AfricanWildlife #MurchisonFalls #Uganda #Africa #WorldGiraffeDay https://t.co/O3yb6RwexB",,Twitter Web App,4
41,Zollz,"In no particular order, #NFTs #Photography #Cars #Crypto #Exploring. NFTs for social good. 

I make car sounds when walking fast.",,False,2022-06-21 15:30:10,"GM and Happy International Giraffe Day!

Did you know 21st June is the longest day in the northern hemisphere? Longest day to celebrate the animal with the longest neck huh?

#WorldGiraffeDay 
#WorldGiraffeDay2022 https://t.co/FQoFuhgNxy",,TweetDeck,21
42,Louisville Zoo,Dedicated to Bettering the Bond Between People And Our Planet. Follow our new sloths Sunni and Sebastian @LouZooSloths,"Louisville, KY",False,2022-06-23 15:01:27,"The Zoo is grieving the stillborn birth of a male Masai giraffe calf to Kianga. The calf was delivered stillborn at 2:52 p.m. on  6/22. Kianga had not shown any signs of complications during her pregnancy. 

https://t.co/NWHfW6D87U https://t.co/LnvSa9krl3",,Hootsuite Inc.,2
43,WGAUradio,"98.7FM & AM1340, WGAU Athens News and Weather Station","Athens, Georgia",True,2022-06-23 06:00:42,A new baby is on the way at California's Sacramento Zoo.  https://t.co/axdcvRrBKY,,True Anthem,0
44,Santa Barbara Zoo,Come see the amazing animals and learn about conservation at the Santa Barbara Zoo! Visit our website for more info.,"500 Ninos Drive, Santa Barbara",False,2022-06-23 00:13:13,"Happy 8th birthday Adia!

Today we celebrated our Masai giraffe Adia’s birthday! She loved her custom birthday banner, healthy treats, and special giraffe “cake!” Thanks keepers Ariel and Veronica for making Adia’s big day an awesome one! https://t.co/B2IzPkHPcY",,Twitter Web App,6
45,Meghan Bohn,Current children's library assistant and volunteer science communicator. Former animal keeper. She/her. Opinions are my own.,,False,2022-06-22 21:23:47,"@ConservationNa1 @AdamHartScience @BornFreeUSA 15 yrs ago or so, about 1/2 of retics or Masai (don't recall) in US were in private hands. This was when it was PMP, not SSP. No idea what it's like now, but never heard of importing them.
Zoos were also the leading donors to Giraffe Conservation International at one point.",,Twitter for Android,0
46,Trevor Mumba,I am a model of possibilities.,"Sandton, South Africa",False,2022-06-22 14:53:22,@LembaniTraveler This is so cool. The Masai Giraffe has a weed-shaped print 😀🤗,,Twitter for Android,0
47,Chen Mingjian 陈明健,Ambassador of the People's Republic of China to the United Republic of Tanzania,"Dar es Salaam, Tanzania",True,2022-06-22 11:07:04,"The Masai giraffe is the national animal of #Tanzania and the country is home to the largest population of Masai giraffe in the wild. June 21 marks #WorldGiraffeDay. Let’s raise protection awareness about the tallest animal whose wild population numbers only about 117,000. https://t.co/PnxP1UvLG7","[{'text': 'Tanzania', 'indices': [44, 53]}]",Twitter Web App,15
48,A. Wakan,"Author of the spiritual novel ""Willow and Strix - A spiritual journey"" ©
Legal Notice/Impressum on website",,False,2022-06-22 04:34:49,Spirit Animal of the month: Masai Giraffe (Giraffa Tippelskirchi) https://t.co/Z9yuTOq2gN https://t.co/4F7gEc2HdM,,Twitter Web App,0
49,Inspire Kenya Photos,Telling Kenya Beauty Through Sharing Amazing Photos. Photos Are Educational & Help See Kenya The Other Way. Share What You Love. A Bot Retweet What You Loved.,,False,2022-06-21 23:48:07,"📽️📸, Did You Know. The Masai giraffe (Giraffa camelopardalis tippelskirchi), also spelled Maasai giraffe or named Kilimanjaro giraffe, is the largest subspecies of giraffe and the tallest land mammal. It is found in Kenya and Tanzania. https://t.co/VX6DtJJ569!",,"Cheap Bots, Done Quick!",0
50,Ayaana Williams,Digital Producer @ABC10 | Multimedia Maven | Foodie | Formerly @TheStateHornet @DeltaCollegian | Opinions are my own | send tips to awilliams9@abc10.com,"Stockton, CA",False,2022-06-21 23:13:58,A Masai giraffe named Shani is expecting what will be the 21st calf born at the zoo since 1964. @ABC10  https://t.co/xzNY2cImdp,,Twitter Web App,0
51,Roger Williams Park Zoo,Leaders in conservation and animal care - join us in conserving wildlife and wild places. AZA & American Humane accredited. #rwpzoo,"Providence, Rhode Island",False,2022-06-21 21:50:39,"Happy World Giraffe Day! 🦒 The longest day of the year for the longest necks! Your RWPZoo is home to two endangered Masai giraffes - Jaffa and Cora.

#longdaysforlongnecks #standtallforgiraffe https://t.co/SpbzBZDs9S",,Twitter Web App,5
52,Amazing Life Safaris,"Travel | Adventure | Discover. 
We offer unmatched value and quality for all inclusive packages or special Tailor made packages to suit your need.","Kampala, Uganda",False,2022-06-23 12:04:07,"The 370-sq-km Lake #Mburo National Park. Is the only place in southern Uganda to see #zebra and #giraffe, It’s also the only park in #Uganda with impala, slender #mongooses,&amp; giant bush #rats. You can also look for #leopard, #topi, and #eland. They're also 325 species of #birds. https://t.co/ELEg3jMxvy","[{'text': 'Mburo', 'indices': [19, 25]}, {'text': 'zebra', 'indices': [85, 91]}, {'text': 'giraffe', 'indices': [96, 104]}]",Twitter Web App,4
53,ishtiyaque ahmed,social activist,"howrah,india",False,2022-06-22 19:18:20,World Giraffe Day is celebrated every year on the 21st of June. This day coincidentally falls during the Summer Solstice in the Northern Hemisphere and the Winter Solstice in the Southern Hemisphere.,,Twitter for Android,0
54,PropertyInPakistan,"Houses, flats, shops, plots and properties for sale or rent in Karachi, Lahore, Islamabad and other cities in Pakistan via agents, developers and individuals.","London, England",False,2022-06-22 13:14:11,"HISTORY IS MADE! 
Danzoo Welcomes Marco to its family! The 2nd birth of Southern Giraffe species in a row!
We’re thrilled to have DanZoo’s family growing. 
#Danzoo #DayAndNightZoo #Giraffe #BabyGiraffe #JungleKingdom #BahriaTownKarachi #BTKHI https://t.co/GjbJ59hlsP",,IFTTT,0
55,Bahria Town Official,,,False,2022-06-22 12:46:57,"HISTORY IS MADE! 
Danzoo Welcomes Marco to its family! The 2nd birth of Southern Giraffe species in a row!
We’re thrilled to have DanZoo’s family growing. 
#Danzoo #DayAndNightZoo #Giraffe #BabyGiraffe #JungleKingdom #BahriaTownKarachi #BTKHI https://t.co/4dOb3kiUl0",,Twitter for Android,2
56,46 Billy Goat,"Firmly ensconced in the rural mountains of the Northern Rockies. Fly fishing, hunting, evidence based conservation. Don't suffer fools at all, let alone gladly.",,False,2022-06-22 11:19:50,"@EarthlySteward @Lusapho83701304 Umm, no sweetie, it's not. How do you call yourself a scientist?
https://t.co/udgecccxtK",,Twitter Web App,0
57,Sarona Estate International,"We are 360 Marketing company specifically for Real Estate. Through our expertise in real estate, we have turned the fortunes of many small investors.","Bahria Town, Karachi",False,2022-06-22 08:38:12,"HISTORY IS MADE!
DanZoo Welcomes Marco to its family! The 2nd birth of the Southern Giraffe species in a row! Now Marco's cousin Alex (born on 18.4.2022) has a friend to play with…
We’re thrilled to have DanZoo’s family growing.
#Danzoo #Giraffe #BabyGiraffe #BahriaTownKarachi https://t.co/YZA1o9xpbK",,Twitter Web App,0
58,Prashant Yadav,Perpetually Enroute,"Gurgaon, India",False,2022-06-22 04:41:38,"It's World Giraffe Day! But do you know why today in particular? June 21st is the longest night and shortest day in the Southern Hemisphere, and the reverse in the Northern Hemisphere. A fitting tribute to the world's tallest animal
.
.
#WorldGiraffeDay #ExploreAfrica https://t.co/iXbPKRAaOo",,Twitter for Mac,0
59,Robert Green,Thinker of thoughts. Speaker of words. Doer of common things phrased psuedo-profoundly.,"Memphis, TN",False,2022-06-22 01:36:21,"@Retr0J @AdamClery That dude can eat a whole spoon of his father's cock.
I personally want more Celery, because he legit makes me laugh at his reactions to how dumb wrestling is and Jules has a southern US guy saying ""Are you having a giraffe?!""
Top guys both.",,Twitter for Android,0
60,Dr. Brian Mwendwa,A Finance Expert/Providing Economic & Investment Blueprint/Climate Change Advisor 🌍/http://VillageVocations.orgW,Karen ,False,2022-06-21 16:41:11,"Today, the 21st of June, marks the longest day in the Northern Hemisphere, and longest night in the Southern Hemisphere. So, naturally, we should celebrate the longest-necked animals today, too. Happy World Giraffe Day! https://t.co/1k5P4eljuM",,Twitter for iPhone,1
61,Heidi,travel to Africa ---- travel to paradise !!!,"Zürich, Schweiz",False,2022-06-21 14:49:08,"@WendyW_13 @deevee2 I thought there are only 4 Giraffe spezies : the Southern Giraffe, Maasai Giraffe, Reticulated Giraffe and the Northern Giraffe .... hmmm.",,TweetDeck,0
62,Jocelyn Gould 💙💚,"Cis. She/her. Vegetarian. Disabled(blind). LGBTQIA 🌈 & BLM ally. Birder. Castiel 😇🌈, Misha 😇, Destiel 💙💚. #Dodgers ⚾️💙. #RavensFlock 🏈💜. 🐝 kind ❤️",Merseyside UK,False,2022-06-22 16:08:36,"Visited @RSPBLeightonM today. Too long since we’ve been to this beautiful reserve. Highlights include prolonged views of an Otter from the Lower Hide, a Red Deer hind from Jackson Hide, &amp; Marsh Harriers over the reeds. Marsh Tit &amp; Treecreeper new for the year. 😊🐦❤️ https://t.co/5S04gsWA1B",,Twitter for iPad,1
63,Marsh,Trader. Transcendence & transformation🦂📈👁GOLD DIGGER 🔃 XAU MAMI 🫦 IG alphamarsh_sf,,False,2022-06-21 22:17:57,@ToriNakahara Wtf is the community section. We so do tho! I didn’t know moose until I found a lone fucking tibia with a fucking hoof still attached to it @ Mt Tom. That shit was not a deer LOL,,Twitter for iPhone,0
64,Alan Dalton,"An Irish Birder living abroad in Sweden. Sound recorder of birds, love both NocMig and VisMig, Photographer and Artist.",Sweden,False,2022-06-18 12:40:38,"Another Marsh Warbler video, one of five birds last night. This one recorded as darkness fell, with barking Roe Deer, Sedge Warbler and a Common Quail also close by. So nice to be out in the field at night! https://t.co/sWj7EZ5KN8",,Twitter for iPhone,1
65,Sue Bird,Birding and conservation,,False,2022-06-18 10:09:31,"@YWTPottericCarr on Piper Marsh with back up of 5 Foxes, 4 cubs playing on the shore line, Roe Deer, 6 Little Egret, young Oystercatchers and Lapwings and a Green Sandpiper. https://t.co/G8wSyYhqVi",,Twitter Web App,1
66,Gr8ful Fox,,,False,2022-06-17 18:36:00,"@dont_jinxit If growing-up in the Mid-Atlantic marsh-lands has taught me anything, the PROPER way to kill a biting fly like a greenhead or deer fly is SLAP &amp; ROLL! 'Slap' to trap the fly, and 'roll' to crush(kill) it.",,Twitter Web App,0
67,Academy for Global Citizenship,"Reimagining the future of education by incubating best practices in environmental sustainability, whole student wellness and international mindedness.",Chicago,False,2022-06-16 16:03:35,"We LOVED the natural lands restoration underway by @ChicagoParks at Big Marsh. During #servicelearning week we  identified shore birds, deer, native grasses and hit the bike park with @REI 
#agcChicago #healthyschool #sustainableschool https://t.co/UaO42onLLI","[{'text': 'servicelearning', 'indices': [86, 102]}]",Hootsuite Inc.,0
68,Mark Mi Duck Hunter,Lifelong outdoorsman and Avid waterfowler. former Republican still a conservative and supporter of #2A.,Shanghai 上海,False,2022-06-16 00:02:45,"@mmmadcccow @pschneider84 When I was kid we didn’t have coyotes or eagles on the farm. Now both are common. Actually same with deer and turkeys. Then we had a 1 deer limit now 12. (2 bucks, 10does). No turkeys at all. Pheasants and quail and the marsh was a carrot/celery field. 30 years ago I dammed it up",,Twitter for iPhone,0
69,Phillip Cherry,Transportation with some sports and politics. Views are my own,"Boston, MA",False,2022-06-15 12:44:53,"We must commit to take alternate transportation, (subway/rail/ferry), bike or walk for shorter trips within our n'hoods, and use the 1.5 years to explore local amenities, such as Belle Isle Marsh, Lo Presti Park, &amp; Deer Island, as well as great restaurants",,Twitter Web App,1
70,Horrible Animals,HONK etc // a bot by @prehensile // made using #CBDQ by @v21,,False,2022-06-22 18:54:49,"It's a lovely morning in Neston, and you are a horrible thorold's deer.",,"Cheap Bots, Done Quick!",0
71,Patrick Oben Ministries,Teaching ministry of  Dr. Patrick and Ma-Ayuk Oben based in Ankeny Iowa.,"Ankeny, Iowa, USA",False,2022-06-23 19:12:20,"Deshen Daily: As the Deer Pants for the Water Brooks
https://t.co/0C0wbJAtkW https://t.co/165SSunJLS",,Hootsuite Inc.,0
72,ًً,viewer discretion is advised 🇳🇬,philly 🏎 delaware,False,2022-06-23 18:20:36,deer park and poland spring cannot be real water fr,,Twitter for iPhone,0
73,Broch,"Artist, animator, ASD 🦜 Into dinosaurs, cetaceans, lost media and mid-tier movies 🦜 Working on #MonnoAtoll and #GullyZine 🦜 21, bi, she/he/they","Caledon, Ontario",False,2022-06-23 17:55:59,"I just remembered. I wrote a whole Zootopia spinoff fanfic. It was my final for a George Brown course.

It was a Nancy Drew parody starring a Water Deer. I probably have it laying around somewhere.",,Twitter Web App,0
74,Michelle Boddie,"Christmas Holiday Stager/Stylist + Visual Artist, Painter, Crafter + Blogger + Website Designer = My Visual Creativity at Work for You!","Atlanta, GA",False,2022-06-23 17:54:37,"""As Deer Pant for Water"" Art Canvas Print https://t.co/IBovl921ni via @zazzle",,Twitter Web App,0
75,ice 🧸 | seeing skz in chicago!,i’m dating lee minho and @chnheelogs : multi bg stan ♡ kep1ian,17 | poc | he / they ,False,2022-06-23 17:42:29,@Halmeo_innie deer park water in the fridge sprinkled with some lemon for taste 🤌🤌 that’s the han quokka water recipe,,Twitter for iPhone,0
76,🅁🅄🅂🅃🅈 🅁🄰🅂🄲🄰🄻,"Architecture, Design, Rugby, Politics & Martech vie for air in my proudly European, sensibly equitable head. Emerging via a sweary mouth & mischievous missives.","Nr.Stonehenge, Salisbury",False,2022-06-23 17:33:53,"@PaulaMeeeee73 @Costaroninswife I don’t mind honestly.  The soils# and grass are very good there due to the constant waterfowl soiling and the river itself.  I love the wildlife we see here, otters, deer, raptors, bats, waterfowl, water voles, the lots grows every year for new sightings ❤️❤️",,Twitter for iPhone,0
