,user_name,user_description,user_location,user_verification,date,text,hashtags,source,retweets
17,Tom Jackson,Systems Engineer/techie. Christian. MBA/MSIT. Prior Navy. I spout common sense & deal in facts-not emotion. #codeofvets #MAGAveteran Blocked by @ChrisJZullo,"Lorton, VA",False,2022-06-22 00:27:55,"@emoney1218 @JennaTaileaOG @carlson4774 @NickAdamsinUSA No one cares about the Socialist Macron &amp; Trudeau. BJ changed his views later, didn’t he? Rest of the world loved DT:

China: https://t.co/9nC7nE3J6x

Japan: https://t.co/NhX2jOq4ot

Poland: https://t.co/oZApTcpYXd

Israel: https://t.co/pM12CJ8YTa

Iraq: https://t.co/OcXxOUlUvK",,Twitter for iPhone,0
18,Pavan Gehlot jodhpur,I love my  India,Jodhpur Rajasthan india,False,2022-06-21 17:05:49,@_Team_LS @ashokgehlot51 Happy birthday baiji 🙏🙏💐,,Twitter for Android,0
19,𓅊,New to twitter,,False,2022-06-21 17:04:12,???? Baiji tryna scare girls from me https://t.co/2MVI01Ew7Z,,Twitter for iPhone,0
20,Pavan Gehlot jodhpur,I love my  India,Jodhpur Rajasthan india,False,2022-06-21 16:52:25,@ashokgehlot51 Happy birthday baiji 🙏🙏💐,,Twitter for Android,0
21,Punjabi Rooh,ਜਬ ਆਵ ਕੀ ਅਉਧ ਨਿਦਾਨ ਬਨੈ ਅਤ ਹੀ ਰਨ ਮੈ ਤਬ ਜੂਝ ਮਰੋਂ ॥੨੩੧॥,,False,2022-06-21 16:27:33,"@ssiimrran Ha Ha, thank you Baiji",,Twitter for iPhone,0
22,SirFowlman,Just a dumb geekwad who doesn't proof reads his Tweets sometimes. Speaks in Simpsons quotes.,Australia,False,2022-06-21 14:23:58,"@dengists Being an Aussie, it would be kinda treasonous not to vote for the thylacine. However, I would love to see all these animals be resurrected. Although the baiji still has problems regarding its habitat.",,Twitter for Android,0
23,Protecting Wildlife,"Giving a voice to endangered species.  Together we can protect the environment and promote peace!  

#supportthewwf #savetheanimals    🐆🐼🐘🐯🦏🦍🐗",,False,2022-06-23 12:34:32,"I cannot believe it, that's the South China Tiger! It has not been sighted in the wild for more than 25 years. They are one of many species that are at high risk. 
Let's save them from dying out! 🐅🦏🦍🐆 https://t.co/pzVvtldoja",,"Cheap Bots, Done Quick!",0
24,Secular Duck,"In Australia you can believe what ever you like, but it doesn’t make you special, and it shouldn’t give you special privileges.","Tasmania, Australia",False,2022-06-22 22:30:08,"Poking the tiger?

Defence sent second jet into South China Sea hours after 'dangerous' interception by Chines… https://t.co/GmV2rxEe6v",,Twitter for iPhone,0
25,WNCT,"9 On Your Side is ENC’s source for local news, Storm Team 9 weather, politics, ECU & local sports, social media and more.","Greenville, NC",True,2022-06-22 13:00:17,"China York filed articles of organization with the South Carolina Secretary of State's office for Vali Co LLC and Sugriva Co LLC on June 8 and June 10, respectively. https://t.co/mf8tvZ4or9",,SocialFlow,0
26,香港商報,香港商報官方帳戶。本報1952年創刊於香港，擁有報紙、網站、移動客戶端、Facebook、YouTube等，盡覽寰宇風雲、財經大事！,Hong Kong,False,2022-06-22 04:59:49,"有片丨A date with #SouthChinaTigers

International volunteers visited a South China Tiger breeding and research base in #Shaoguan in northern  #Guangdong recently. They got up close and personal with these precious animals, adopted tiger cubs and gave them English names… https://t.co/PxSvmmeqm7","[{'text': 'SouthChinaTigers', 'indices': [15, 32]}]",Twitter for iPhone,0
27,🌙𝔁𝓛𝓪𝓭𝔂𝓡𝓪𝓲𝓷𝓮,🎮 Video Games/TTRPGs | Sea of Thieves | Xbox Ambassadors | She/Her | Pan 🏳️‍🌈,"Michigan, USA",False,2022-06-22 03:56:53,@DemiGores Hello 💮 my name is Ching Shih &amp; I'm captain of The Widow &amp; leader of the Triads. My WarMaster Zheng Yi @LordVonDrake &amp; I were the most notorious pirates of the South China Seas until a betrayal at the Battle of Tiger Mouth forced us to flee to the Sea of Thieves. https://t.co/MxU8ULKFaZ,,Twitter for Android,0
28,eric wynne taylor,,,False,2022-06-20 22:40:24,"@yurikageyama Japan should not borrow in foreign currencies with all their debt, 260% of GDP? Bolstering the savings rate by forcing more investment into fully allocated retirement plans, like Chile which is the most stable ""Tiger"" in South America. Lower military spending by friending China !",,Twitter Web App,0
29,LordVonDrake,,,False,2022-06-20 18:56:11,@DemiGores Herro Bruddas I am Zheng Yi WarMaster of The TRIADS &amp; Captain of The Crimson Dragon. Our Leader Captain Ching @RaineVondrake &amp; I were the most notorious pirates of the South China Seas until a betrayal at the Battle of Tiger Mouth forced us to flee to The Sea of Thieves. https://t.co/x3QDERn18C,,Twitter Web App,1
30,Quiet Earth Obits,,,False,2022-06-19 12:47:12,"January 30, 2020- The last remaining Panthera tigris amoyensis (South China tiger) died today. RIP",,"Cheap Bots, Done Quick!",0
31,D.Emery,PC Zone? Check. BBC News? Check. Sunday Times? Check. Custom PC? Check. Koch Media? Check. Life's all a 'work-in-progress' anyway.,Uncharted backwaters ,True,2022-06-19 08:46:46,"@wanthatone @katebevan Siberian, Bengal tiger or South China? (I'd like to really change the power dynamic :D )",,Twitter Web App,0
32,ちよんんんんん,萩焼の作家で陶芸家です。若い世代にも器の素晴らしさを気付いて欲しいな😁配信では雑談と歌枠してます☺️応援してね！☆ちよ欲しい物リhttps://t.co/oAaa9Hu5S7,,False,2022-06-19 02:28:35,"@scarletlily222 I made this too 🤗
This tiger has the image of a white tiger of the four sacred beasts 😉
In China, the number four is auspicious because it includes the meaning of happiness and represents north, south, east and west 😁",,Twitter for iPhone,0
33,Greg H,"Lefty, bird watcher, tree hugger, traveler, poli sci major, thinker, smart ass. U of Mich grad, so “Go Blue” has double meaning! triple vax.","Chicago, IL",False,2022-06-21 22:09:59,@scrowder @elonmusk The Left couldn’t give a rat’s ass about Musk or who owns Twitter. He’s an “emperor” without any clothes.,,Twitter for iPhone,0
34,#Edelhive,"need the soft touch of a beautiful femboy, i did very poorly in legends of runeterra today",gay | He/Him | 14,False,2022-06-21 13:39:51,literally all of rat emblem but especially anna max adrian and i when we get to watch emperor slaydelgard von cuntsvelg strangle thales to death in a graphic 5 minute execution scene https://t.co/9VW13jnyvh,,Twitter for iPhone,2
35,RattenReich,"Enter the flame of the great war between rats, mice and cockroaches in our RTS game! Published by @crytivo",Yerevan,False,2022-06-21 09:20:20,"#indiegames #boardgames #tabletopgames #strategygames

It's cool to be a Rat Emperor...

Support our new project on #Kickstarter: https://t.co/EkyXvnuUYh https://t.co/rnizipoeBe","[{'text': 'indiegames', 'indices': [0, 11]}, {'text': 'boardgames', 'indices': [12, 23]}, {'text': 'tabletopgames', 'indices': [24, 38]}, {'text': 'strategygames', 'indices': [39, 53]}]",Twitter Web App,3
36,Vyra,"Writer in training
I'm working on a short story novel and a series of novels.
Big fan of anime and manga, and classic fantasy works.",,False,2022-06-21 01:20:10,"@biscuitandbippo oh no he saw the secret rat society, with suits and top hats",,Twitter Web App,0
37,DewyPinkMorningRoses52🌹,Reading enthusiast,Canada,False,2022-06-20 16:19:13,@tulisansekarla1 When Mo Ran declared himself Emperor he was batshit insane. And the flower had destroyed his happy memories. Receiving an education from CWN was happy memories. All the flower allowed him was 'happy' memories of that disgusting rat SM.,,Twitter for Android,1
38,⚡Le PROFESSOR,Full of love,,False,2022-06-20 10:19:09,"@honey1_rat @Dummiez___NFT Hopefully I will get the spot
@Emperor_dollar 
@Samubi200 
@bisamola",,Twitter for Android,0
39,Inquisitor Horst,Technically dead Inquisitor which is possessing the he body of a Grey Knight Paladin.,Gothic Sector,False,2022-06-20 05:30:55,"@Schizo_Rat @Mort_Tarion By order of the Emperor’s Holy Inquisition, CEASE.

Just fucking CEASE.",,Twitter for iPhone,0
40,sora,→ artist,long time ago,False,2022-06-18 20:48:31,ITS THE RAT KING AND THE EMPEROR CAPY https://t.co/aMPoBK9ZVA,,Twitter for Android,1
41,Jaooooo,"#ACAB #BlackLivesMatter. fgo/ffxiv/trails/ryu07

We don't hold truck with conservatives in these parts.",,False,2022-06-18 18:12:57,"@Marower @illuminatima @dominik_beh I think most of the event antagonists in Arknights are kinda bad. There's a few that work really well either in general or for their context like The Lazulites, the Rat King, and the Emperor's Blade

but none of them are as annoying as Mephisto",,Twitter Web App,0
42,Kyuu,"Toutetsu Yuuma's #1 fan ~ Touhou, JoJo, Coffee, Succubus ~ Mostly just RT Spam ~ 18+",England,False,2022-06-18 09:28:06,"@MelodicLovebird Bug-eaten gets Emperor, can it now control its own shots path or is it just a rat with a gun?",,TweetDeck,0
