,user_name,user_description,user_location,user_verification,date,text,hashtags,source,retweets
323,Scientific Inquirer,"Because science is beautiful. Constructive never destructive. Science for all, not just the few. Accepting submissions: https://t.co/wCkfQ3p3hc",Planet Earth,False,2022-06-19 02:30:14,The Kangaroo Island dunnart is under an extinction-level threat from feral cats. https://t.co/hOGf07bulE,,WordPress.com,0
324,Science News,Covering the latest news in all fields of science. Tweets by @ThatMikeDenison and @wwrfd. Publisher @society4science. See also @SNStudents.,"Washington, DC",True,2022-06-19 02:00:07,Kangaroo Island dunnarts survived devastating Australian wildfires in 2019 and 2020. Now they risk extinction thanks to feral cats.  https://t.co/5oLd418OT5,,SocialNewsDesk,23
325,dawn 🌥️,they/them • 1* • adopt me player/seller/trader,,False,2022-06-23 13:24:37,"Selling these for gcash/paypal (collecting proofs so ngf) (name ur price)

N Red Fox
N Snow Cat
N White Mummy Cat
N Clownfish
NR Monkey
N Red Panda
NR Ginger Cat
NR Frog
N Snow Leopard
NR Wolf
NR Bullfrog

#adoptmetrades #adoptmetradings #adoptmetrade #adoptmetrading #AMtrading",,Twitter Web App,0
326,Jobe,"Born 1974, white American mutt, cis-het male. Progressive. Vaccinated. BLM. Fuckabuncha Nazis. A #MediocreWhiteMan with the appropriate confidence.","Jonesboro, AR",False,2022-06-23 12:59:36,"Hey @boomer_kid, does this not sound like a pissed off Red Talon on a rampage? 
The Beast Of Gévaudan Terrorized France For Years - But Was It A Wolf Or... https://t.co/ab3sAIXogw",,Twitter Web App,1
327,♡🧸,"reading, writing & wishing to be kak ino's cat","38.4899° S, 145.2038° E",False,2022-06-23 12:50:33,"“Sometimes healing is how Little Red Riding Hood became the wolf, because every woman has a howl trapped in her chest.”

woah i love these lines.... very much.",,Twitter for Android,0
328,HaleighWolf,"Money is only a tool. It will take you wherever you wish, but it will not replace you as the driver.",Washington YGDYRzklMlwL gmQnRa,False,2022-06-23 12:49:38,@kintduck A wolf that has never eaten a sheep has a red mouth,,Twitter Web App,0
329,Alex.Hacked 2.0.22,"Opinionated Internet hermit // Fire type Gym Leader // WoL is a grumpy old man // FFXIV, Art and Animal dominated feed // Located on Primal, Exodus.","Spokane Valley, WA",False,2022-06-23 12:48:44,"Sorn; the forum. At Fourchenault.  It is literally, the first and only time he raised his voice, swore, got red in the face and lost his shit. All his years at Sharlayan, no one had ever seen him angry. Agitated yeah, volcano, no. He'd had enough of their indifferent elitism. https://t.co/71Mv5Phoje",,Twitter for Android,0
330,マユコ,"German UTAUloid made by @Mr_Kayoyo
Nice to meet you!",,False,2022-06-23 12:36:11,I'm have a red hoodie and =lliot is a wolf! but he is not really scary,,twittbot.net,0
331,Tezzi G,Gods Child 😇 Proud Mum 🥰 Awake 😎🇦🇺💥🍿 Do not underestimate the power of positive thought👏,Victoria,False,2022-06-23 12:28:17,@Red_Wolf_2 Thank you,,Twitter for iPhone,0
332,- M,i have sangsun bbangsun milsun agenda in this lifetime | she/her | 27,,False,2022-06-23 12:23:36,"@connahcei couldn't agree more... dumb and easy to manipulate svnu. he's actually perfect for characters like little red riding hood. sy could be the wolf, he has a wolf-ish quality in him... idk how to say it better",,Twitter Web App,0
333,Ministry of Light,"#Liberty_Constitutional_Conservative

🚨 Abrupt Stops and Sharp Turns",CAPS LOCK ANTAGONIST 😂,False,2022-06-23 12:20:01,"@PoliticsPA @AARPPA @JohnFetterman @DrOz @JoshShapiroPA @dougmastriano O look its Stalins Henchman Fetterman. 

Destroyers of Pennsylvania.

G Wolf 
AG Shapiro
LAG Fetterman 

Cant leave out the he/she Hitler Health Lockdown Mask Mitigate Regulate Queen Appt by Biden immediately after they stole the election.

VOTE RED TO SAVE PA FROM COMMUNISM !",,Twitter Web App,0
334,Christopher Corvus 🐺💬🏃‍♀️,YA author of LGBT+ fiction. They/Them. Freelance Editor. Happily married gay man. #amquerying #wolfsaidrun Possibly a werewolf; feed with caution.,"Georgia, USA",False,2022-06-23 12:15:00,"Turning Red x Umbrella Academy 

When her lost family shows up claiming she’s a werewolf, Anya must deal w/ teen body issues, juggle her pack and her girlfriend, &amp; learn to embrace the wolf within or risk being enslaved by an evil blood witch.

#PitchDis #YA #F #LGBT #R",,TweetDeck,1
335,Jean Coombes,Common sense,,False,2022-06-23 09:05:14,@PhilipEUFBPE @BloombergUK So standards in EU are better than UK? Funny 'cos UK banned fur farms in 2000 - only after Coronavirus infected mink farms did EU's thousands of mink farms come under their scrutiny! https://t.co/K77lS2aCz0,,Twitter Web App,0
336,三亚包养杭州包养长沙包养成都包养宁波包养合肥包养济南包养南昌包养广州包养深圳包养上海包养北京包养学生,请移步@tianmezhizao 【此号不回,,False,2022-06-21 17:32:04,"In the European mink the upper lip is also white, but, as this occasionally occurs in American specimens, it fails as an absolutely distinguishing character.",,App-Auto-DM-tweet-TG_t1z0z,0
337,济南包养温州包养长春包养石家庄包养常州包养泉州包养南宁包养贵阳包养南昌包养南通包养金华包养外围,,,False,2022-06-21 16:55:16,"In the European mink the upper lip is also white, but, as this occasionally occurs in American specimens, it fails as an absolutely distinguishing character.",,App-Auto-DM-tweet-TG_t1z0z,0
338,🍁miķelis🍁,he/him | ∞ ⚧ 🏴‍☠️🏳️‍🌈🇱🇻|illustrator & graphic designer|commissions are OPEN!!!,"Riga, Latvia",False,2022-06-20 22:17:04,"me casually searching  videos about european mink and immediately got triggered by the skinless, bloody mink 
 fucking pictured in video cover. what the hell wgat the damn fuck why this is allowed",,Twitter Web App,0
339,Nadine UK,"Born-Again Christian.
Animal Lover. Vegetarian. Photography Lover. Music Lover📱🎧.
Film Buff 💻 Screenwriter. Asexual Aro-Ace ♠️.
Music Producer 💻🎼🎶","Peckham, London",False,2022-06-18 17:38:42,"#WildlifeSaturday
The Northwest African cheetah.
A Critically Endangered cheetah subspecies. https://t.co/B9S9Tixqbp","[{'text': 'WildlifeSaturday', 'indices': [0, 17]}]",Twitter for Android,0
340,The Doberman Gang of India !,A friend of #IndianStreetDogs/PariahDog[Aboriginal] here to WOLF UP da Twitter. Urban Jungle/Animal Behaviour. Organic Gardening/Roses/Weed. Philosophy. Gender.,Indian Subcontinent,False,2022-06-22 07:00:32,"@adityadickysin Oho… dog is not new to India or to cheetah from India. But the cheetahs got extinct due to hunting in the very recent British era. Since the extinction is a very recent as well as man caused event, undoing it would be completely natural event till it’s done with asiatic cheetahs",,Twitter for iPhone,0
341,محمد طارق🇮🇳,"Observer | Aspirant | Business Consultant | Thinker| Optimist ..serve the Nation, Being Fearless, Being Indian. 🇮🇳","New Delhi, India",False,2022-06-22 04:56:43,@adityadickysin I do not agree with him. He seems to be angry for many reasons more if personal may be. But kuno national park which was supposed to be relocation for Asiatic lion can easily accommodate cheetah and have ample prey. Yes the man and the wild conflict must stop immediately here.,,Twitter for iPhone,0
342,iman,Grown Simba | Iranian,,False,2022-06-20 21:30:45,Need more pics of pirouz the asiatic cheetah cub in iran. Literally the only thing that brings joy on twitter tl,,Twitter for iPhone,2
343,nature lover❤ (S.M),"I like drawing, singing, writing and  learning new languages:) 💥NO DM💥  follow for follow back😉 you can call me Jessica",,False,2022-06-20 14:33:20,"The last Asiatic cheetah cub!🧡
(in Iran)
#nature https://t.co/9eQ4GkALyP","[{'text': 'nature', 'indices': [41, 48]}]",Twitter for Android,4
344,Mia Shadoghen & Is Mes Marita + 🌈 My Shadow,"All things Joy Division, Asiatic Cheetahs, Snow Leopards, Clouded Leopards, Scottish Wildcats, My Marita & Shadow and Newfoundland dogs",United States,False,2022-06-20 06:00:36,"https://t.co/jQN4Spof8b

Link to a study about Asiatic Cheetah Conservation &amp;  media influence.  Well written. Excellent information https://t.co/aSeGCUWmni",,Twitter Web App,1
345,Mohd sallah ud din Mir,Live and let live.,"Jammu & Kashmir, India",False,2022-06-20 05:50:25,Left is Asiatic cheetah which is extinct specie.And right one is leopard. https://t.co/Ge0XIZGaWF,,Twitter for Android,0
346,Lateef Mohammed Khan(unkempt me),"MA English Lit (PhD-Poetrie) Ye Gospel Truth- After my own type; poetic, pol, historic literary narrative. Aka piercing criticism unprecedented! +91 7093210649",Hyderabad; India.,False,2022-06-19 06:44:21,"@The_ONLY_Yahya @CreatureNature_ @Clash_of_Minds Yey!if all Wild Cats actually!
Asiatic leopards abound across Inde!
Indian Cheetahs an extinct specie!
Now African Cheetah if being introduced in a safe haven luxuriantly!
A decade ago Asiatic Cheetah extant in Iran was on cards actually!
Ah!a near cousin to Indian Chetah Verily!",,Twitter for Android,1
347,Habib Abdolhossein,"A Father, Broadcast Journalist , Ph.D. student in Media Management at University of Tehran, Focusing on Iran & Middle East, Views My Own","Tehran, Iran",False,2022-06-17 05:23:13,"Meet Pirooz, (literally means victor) the only surviving Asiatic Cheetah cub born in captivity in #Iran. “He is the symbol of hope for #Iranians.”

The Asiatic cheetah is a critically endangered cheetah subspecies currently only surviving in Iran.

https://t.co/HJWkWcTZrA","[{'text': 'Iran', 'indices': [98, 103]}]",Twitter for iPhone,0
348,Abbas Zeineddin,"Born in Tehran. Lived in تهرانپارس. Came to the U.S. @ 14. 
See pinned tweet.
Tweeting in English and Persian.  
Retweets do not necessarily reflect my opinion.",USA by way of Iran,False,2022-06-16 18:39:11,"The only #AsiaticCheetah cub survivor of #Iran (mother) and #Firouz (father).  He was born in captivity with his two brothers by #CSection.  

Asiatic cheetah is a #CriticallyEndangered subspecies of cheetah currently only surviving in #Iran. https://t.co/jV3PRqoUu7","[{'text': 'AsiaticCheetah', 'indices': [9, 24]}, {'text': 'Iran', 'indices': [41, 46]}, {'text': 'Firouz', 'indices': [60, 67]}]",Twitter Web App,0
349,"Tricia Hempel, aka momsmashh","You can take the girl outta the Bronx, but, well, you know the rest.",,False,2022-06-22 13:40:00,"@gabsmashh Overheard at the zoo last week, from a woman watching a Malayan tiger: ""That's how I want to die; mauled by one of these beauties."" Jeezus",,Twitter Web App,0
350,taring,"타링. 
SC*******23. 
随便. 
Tigerhands Enthusiast.",우주공장 on Palm Tree Island,False,2022-06-21 16:15:56,"@ryanestrada Yay! And the big cutie's name is Siung! In honor of the endangered Malayan Tiger and also matches with my name cause both taring and siung mean ""fang"" 😄",,Twitter for Android,0
351,amanda.,she ; ela(a) ; 누나 ; lei 🍓,unb ; 21,False,2022-06-21 15:56:12,do u fuys think rhis is a malayan tiger https://t.co/9AXY5EoEQC,,Twitter for iPhone,0
352,🌸 ᥴꫝꫀ᥅᥅ꪗ ꫝꪮρꫀ 🍀 𝕮𝖍𝖊𝖗𝖗𝖞 𝕳𝖔𝖕𝖊 🍒,"🍒 김채리 🌸 桜望み 🍀

C̸̻̑̀͂h̵͖̞̠͎̫͛͂̃̇͐̂̇ͅę̵̭̬̗͍͔̖͓̯̓́͜r̶̛̲͕͈͓̝̯͛̀̀̚̕͝r̸̟͛̓̽͂̄͘ý̶̞̝͚̰̳͜ ̵̜͚͛̃H̷̠͈̘̹̪̲͑̃́̚o̴̳͓̙͕̜̼͐̌̋͊́p̴̛̮̞̯̟̥̬̘̺̹̑͛̿͆͆͆͝͝e̶͈̋̐̓

IG:cherry_hope99",,False,2022-06-21 08:52:05,"I Forgot To Continue This Thread 😂(Because, I'm Too Tired)

Also! I Found White Tiger And Malayan Tiger! Too Bad, I Can't See The Lions Because ""THEY"" Put Them Inside The Cage. And I Can Heard Their Crying 😭

I Feel Want To Jump In To Their's And Let Them Go From The Cage. https://t.co/CgCHb1UC7K",,Twitter for Android,0
353,The Star,News updates from Malaysia's top English-language daily and website.,"Kuala Lumpur, Malaysia",True,2022-06-21 06:22:32,"A bit of good news for the Malayan tiger in the Year of the Tiger despite dire reports of its tiny, dwindling population numbers. https://t.co/Wqnlb7yj96",,Hootsuite Inc.,12
354,Tulsa Zoo,"Connecting, Caring, Advocating for Wildlife, People and Wild Places. When you visit the Tulsa Zoo you're supporting wildlife here and around the world.","6421 E 36th St N Tulsa, OK",False,2022-06-19 13:20:55,"From some of our fathers to you, Happy Father's Day! Come celebrate with us, we are open till 5 p.m.

Pictured:
Big Al, Aldabra tortoise 
Bernsen, chimpanzee
Tahan, Malayan tiger https://t.co/imrYNmtH1K",,Sprout Social,0
355,Singapore Wildcat Action Group,We are a group of Citizen Action for Tigers (CAT) Walkers who got together to advocate and act for wild cats.,,False,2022-06-16 14:21:53,"MYCAT works with gov, NGOs, and indigenous communities to protect the Malayan Tiger on a policy-level and on the ground. proceeds of our film screening event “Malaysia’s Last Tigers” on 2 &amp; 3 July support MYCAT. Purchase your tickets here: https://t.co/NHHRqSjUvY",,Twitter for iPhone,0
356,emmanuelsamarathisa,"journalist @techinasia

also writes The Malaysianist, a newsletter on money and power

tips: dms open | samarathisa@protonmail.com",Kuala Lumpur,False,2022-06-15 12:52:27,"Link:

https://t.co/RWlJYWg1rj",,Twitter Web App,3
357,Protecting Wildlife,"Giving a voice to endangered species.  Together we can protect the environment and promote peace!  

#supportthewwf #savetheanimals    🐆🐼🐘🐯🦏🦍🐗",,False,2022-06-15 12:34:33,"This is a rare sighting of the Malayan Tiger! Poachers are mainly to blame for their low population. These vulnerable creatures could be extinct in the near future. 
Consider visiting a local nature centre! 🌳🌸🌴🌾 https://t.co/AazGgeXzf2",,"Cheap Bots, Done Quick!",0
358,Ibal kinda busy studying,#jodohjunhui ... Priv: @Snoomalooo ^^,He / Him,False,2022-06-15 11:30:44,@see_tea_kay @chwevernonc This is somehow funny 😭 imagine if he 'borong' Malayan Tiger related merch,,Twitter for Android,1
359,ђ๏гรєฬ๏๓єภ ๏Ŧ Շђє ๓๒Շเ,Now including INTX and INFX.,Da Cronx,False,2022-06-23 04:32:10,"Be on the lookout for a luminous turquoise-eyed ISFP sorceress, insistently caressing a zircon-encrusted jacket, elegantly crosses some masterful whitewater rapids on a beautiful brindle Sumatran tiger.",,"Cheap Bots, Done Quick!",0
360,ђ๏гรєฬ๏๓єภ ๏Ŧ Շђє ๓๒Շเ,Now including INTX and INFX.,Da Cronx,False,2022-06-22 23:02:23,"You are dreaming that a glamorous auburn-haired ESTJ lass, wearing a demure yet phenomenal calico vest, daintily feeds a handful of hemp dogbane to a magical flaxen chestnut Sumatran tiger.",,"Cheap Bots, Done Quick!",0
361,ђ๏гรєฬ๏๓єภ ๏Ŧ Շђє ๓๒Շเ,Now including INTX and INFX.,Da Cronx,False,2022-06-22 22:02:01,"FWIW: an insightful and darling ENFJ colleen, insistently caressing a French blue handknit cardigan, calmly fords a quietly burbling stream mounted on a gigantic and phenomenal Sumatran tiger.",,"Cheap Bots, Done Quick!",0
362,XposeTrophyKilling,"Raise awareness of the horrors of trophy hunting, trapping, poaching and the abuse of animals that should be wild.",Australia,False,2022-06-22 09:09:19,"Three men, including a local political leader in Sumatra (a repeat corrupt offender), have been charged &amp; released with selling parts from a critically endangered Sumatran tiger. There are so few left, this is a heinous crime. They MUST rot in prison!🤬

https://t.co/ShmsjF96Wz",,Twitter for iPad,65
363,janis millu,Advocate 4 animals. No 2 captivity! No 2 hunting 4 conservation! No 2 legalized ivory or rhino horn sales! People lover. Gramma of 2. #NotMyPresident  🌊🌊🌊,Pennsylvania,False,2022-06-22 08:22:35,"Indonesian official charged, but not jailed, for trading in Sumatran tiger parts https://t.co/5CRavsrOF9",,Twitter for Android,0
364,BadYogaKittyⓋ #StandWithUkraine #BlackLivesMatter,1st Class Hons BA. #Politics #Books. #Art. Vegan. Human /Indigenous Rights. #ClimateAction. Judge a society by how it treats its most vulnerable. OFFLINE W/ENDS,#FBR #FBPE Brit-Euro RESIST,False,2022-06-22 06:21:44,"Indonesian official charged, but not jailed, for trading in Sumatran tiger parts 😡🐆https://t.co/mwkuurltSO via @wildlife_focus #wildlife #tigers #illegalwildlifetrade #Indonesia",,Twitter Web App,0
365,Point Defiance Zoo & Aquarium,Experience the Pacific Northwest's only combined zoo and aquarium.,"Tacoma, Washington",False,2022-06-21 20:42:50,"Kali the Sumatran tiger was born at the Zoo on April 17, 2013. Because she was hand-raised, she’s very interactive with her care team and one of the best meatball catchers. 🐯 #TigerTuesday https://t.co/qSGOQYVwFd",,Twitter Web App,17
366,Esther ten Wolthuis,"Socialist with an Emerald Heart💚#UnitedIreland☘️
#ADogIs4Life🐶 #AnimalRights🐾 #KeepTheBan🦊 #ClimateAction🌍
💗#IStandWithJeremyCorbyn🌹#ToryScumOut NO LISTS",,False,2022-06-21 18:37:08,"Indonesian official charged, but not jailed, for trading in Sumatran tiger parts https://t.co/uOpKCqLQcb",,Twitter Web App,0
367,Juliet Smith,Big Animal & Wildlife Lover. Is Also A Massive Oasis Fan.,,False,2022-06-21 15:30:05,"Indonesian official charged, but not jailed, for trading in Sumatran tiger parts https://t.co/cq1UjHlrrs This is disgusting and they should be in jail.",,Twitter Web App,0
368,Michael Haines,,,False,2022-06-21 13:38:47,"Indonesian official charged, but not jailed, for trading in Sumatran tiger parts https://t.co/aGOFD0snl0",,Twitter Web App,0
369,🔞𝔽𝕖𝕣𝕟𝕪 ℙ𝕒𝕨¹⁹💜,"SHE/HER 🍰  ᴍᴜʟᴛɪғᴀɴᴅᴏᴍ💜ᴍᴜʟᴛɪsʜɪᴘᴇʀ💜🔞NSFW🐾FeralFurry
⚠️ProblematicContent & 🔅non-problematicContent
🚀🦇 || ☀️🌱 || 🌊🏯
🚫𝐍𝐎 𝐌𝐈𝐍𝐎𝐑𝐒🚫𝐍𝐎 𝐌𝐀𝐏𝐒",México,False,2022-06-21 06:35:27,"BatBros ~
❤️#JasonTodd Wolf 
💙#DickGrayson Mix Belga Malinois/Border collie 
💛#TimDrake Abisinio cat/Persa
💚#DamianWayne Cougar/Arabian leopard https://t.co/HKBzdO9PxS","[{'text': 'JasonTodd', 'indices': [12, 22]}, {'text': 'DickGrayson', 'indices': [30, 42]}, {'text': 'TimDrake', 'indices': [78, 87]}]",Twitter for Android,1
370,jo / dove | doggy,priv @miserablesun (frqs generally welcome) / please sb when unfollowing,he/it/pup,False,2022-06-20 03:51:28,"31 ANIMALS (hyena, snow leopard, red panda, direwolf, monkey, otter, skunk, wolf, eagle, coyote, fox, seal, arabian horse, cougar, deer, sabertooth, goat, komodo dragon, cheetah, lynx, arctic fox, arctic wolf, bunny, tiger, sheep, croc, lion, raccoon, horse, fennec fox, python)",,Twitter Web App,0
371,عُـمـان تحـت المجـهـر (ميـساء الـهوتـي),انبثقت فكرة مشروعي عُمان تحت المجهرعام ٢٠١٤مازلت أحلم بالكثير لاستكشاف خبايا الطبيعيةفي عُمان وزيادة الوعي لحماية البيئة باعتبارها ثروة وطنية يجب المحافظةعليها,سلطنة عمان,False,2022-06-17 22:41:23,"Beautiful #Arabian #leopard fascinated by our cameras 

#oman #wildlife #omaninfocus #naturelover https://t.co/rHBwkQ7OOt","[{'text': 'Arabian', 'indices': [10, 18]}, {'text': 'leopard', 'indices': [19, 27]}, {'text': 'oman', 'indices': [56, 61]}, {'text': 'wildlife', 'indices': [62, 71]}, {'text': 'omaninfocus', 'indices': [72, 84]}, {'text': 'naturelover', 'indices': [85, 97]}]",Twitter for iPad,0
372,What They Say Bot,You know what they say...,"Florida, USA",False,2022-06-17 13:08:26,#YouKnowWhatTheySay ... A entailing Arabian leopard can never discover the potato,"[{'text': 'YouKnowWhatTheySay', 'indices': [0, 19]}]",You Know What They Say Bot,0
373,Noelbot,I'm a bot that tweets Noel Fielding characters every 6 hours. The Fielding Formula™ was discovered by @notasfarwest and @luminousstupid. Bot by @luminousstupid,The Backward Zone or some shit,False,2022-06-17 04:10:41,Have you met Jeffery ? He's an Arabian leopard with a nose that Knows,,"Noelrobot, for dumb teens",0
374,EXPANSIVE #DLC,The #1 website for #DLC news. We also provide opinion pieces on current games and offer other forms of unique content. News for us? laurie@expansivedlc.com,,False,2022-06-23 10:22:43,"Planet Zoo Conservation Pack DLC adds amur leopard, siamang and more https://t.co/KlHfPVRAF6",,WordPress.com,0
375,The Duchess of the South 🇺🇸,No I’m not a Russian spy. Who helped set up the Biolabs and the program in Ukraine? Are there US bioweapon labs in Ukraine? #USBiolabs Pronoun: Non- BIDENary,,False,2022-06-23 10:00:14,"The Wilder Institute/Calgary Zoo has received its shipment of vaccinations and began providing vaccinations starting April 5th to western lowland gorillas (Dossi and Kimani), snow leopard (Leika), Amur tigers (Samkha and Sarma), Bactrian camel (Ollie), and some of their lemurs. https://t.co/19PSZ2ylv0",,Twitter for iPhone,0
376,redallen32🏳️‍🌈🧩,"I try to play video games. I’m not great and I die a lot. Even in games where you can’t die, but just like life, I find a way.",,False,2022-06-23 04:17:43,"Planet Zoo: Tropical Franchise - Amur Leopard 

https://t.co/GRItdxpLR7

#PlanetZoo #AlbieZooNZ #Twitch #Gaming #Streaming","[{'text': 'PlanetZoo', 'indices': [73, 83]}, {'text': 'AlbieZooNZ', 'indices': [84, 95]}, {'text': 'Twitch', 'indices': [96, 103]}, {'text': 'Gaming', 'indices': [104, 111]}, {'text': 'Streaming', 'indices': [112, 122]}]",Streamlabs Twitter,0
377,fg ottico,"#Creative #Photography,
#Travel, #Portrait, #Wildlife, #Architecture, 
 #Landscape, #Music,
            #Stock - #Alamy","Cotswolds, UK",False,2022-06-23 01:13:12,Amur Leopard #Wildlife #Photography https://t.co/fPnQclodsD,"[{'text': 'Wildlife', 'indices': [13, 22]}, {'text': 'Photography', 'indices': [23, 35]}]",SocialOomph,0
378,🍋Saryn🍋,"artist of many crafts. I make jewelry, cut and polish stones, and make traditional and digital art",🐱🍜🍋🍑💛💚⚒💎♉️🚺🏳️‍🌈🇺🇸,False,2022-06-22 14:59:25,"@PlanetZooGame updating with a new big cat is a gift. I needed a little something, and I’ll take this with great pleasure! 🐆 so happy to welcome the Amur Leopard. this species desperately needs intervention to be saved from extinction, glad to see it getting publicity.",,Twitter for iPad,0
379,Animal Character Bot,"Bot for generating animal characters, creates one every half an hour!
Feel free to use any ideas from this bot, go wild!!!
Created by @mythpawlogy",,False,2022-06-22 07:23:18,"A rustic amur leopard who is a cryptozoologist, observant, and likes museums.",,"Cheap Bots, Done Quick!",0
380,Leslie Pikachu,Pika-chuuuuuu,,False,2022-06-22 00:21:02,"Anyways, #PlanetZoo has featured a new ""Conservation Pack"", starring community stuff &amp; 5 new animals, known as the Przewalski's Horse, the siamang, the axolotl, the Amur Leopard, &amp; the scimitar -horned oryx, for sure. Bubbling Cryptoclidus!🐎🐆🦍🐐🦎","[{'text': 'PlanetZoo', 'indices': [9, 19]}]",Twitter Web App,0
381,Nicholas DaRocha,I Like Lions and Riding Them.,,False,2022-06-21 23:32:49,"Everyone is talking about their disappointment in the Amur Leopard but I am honestly more upset with the Siamang. The braciation requiring a specific angle on a specific piece to work is really limiting and upsetting. Pair that with the walking like a chimp most of the time, :(",,Twitter Web App,0
382,Coco Poof,"Twitter queen. Queer progressive, deep thinker and entrepreneur. Here for a good time, not a long time. Sometimes I'm a robot.",,False,2022-06-21 22:15:05,Two critically endangered Amur leopard cubs were born at the Saint Louis Zoo https://t.co/7hY8dHu8D3  #naturalbeauty #nature #of #nofilterneeded #naturelovers #natur #heimatliebe #landschaftsfotografie #d https://t.co/x0HIx9xZGf,,Open Studios Twitter Bot,0
383,Slogfunk Creations,Live in the cold arctic ❄️ Planet Zoo creator 🦌 Making speed build videos on Youtube: Slogfunk Creations.,"Bodø, Norway",False,2022-06-21 20:53:11,"Yeees! More cold cats! 🐆❄️ It’s soo beautiful! 😍

Started on a habitat for the new amur leopard from the new concersation pack from @PlanetZooGame tonight🏗 Speed build video will be out later this week! #planetzoo https://t.co/VPJfoRQOpt",,Twitter for iPhone,0
384,BGHH,"دوستدار میهنم ایران
زاده تبرستان ریشه در گیلان",,False,2022-06-23 06:09:04,@SefiBolge This is not the Anatolian leopard,,Twitter for Android,0
385,Azhar Vadi,"Every strand pulls the plough of rebellion.
A partner at Salaam Foundation - humanitarian, farmer & former journalist.",,False,2022-06-22 15:23:59,"Ahsan has given birth again. 7 more Anatolian Shepard guardian dogs to the world. These are amongst the most amazing breeds specially raised to look after sheep, goats, calves &amp; protect them from wolves, bears, mountain lion &amp; in our case, jackal, leopard &amp; other predators. https://t.co/POkV9NnWmb",,Twitter for Android,0
386,Luxbox,Luxbox A Paris-based company dedicated to international sales & co productions. Founded by Fiorella Moretti & Hedi Zardi.,"París, Isla de Francia",False,2022-06-21 17:05:18,"Anatolian Leopard by Emre Kayiş is taking part of the Ischia Film Festival in Italy. It will take place from June 25th to July 6th in the medieval city of Aragonese. Don't miss this event in one of the most beautiful film venues in Europe.

SCREENING D… https://t.co/mZ6K33WUJb https://t.co/sLdwo1fiQ9",,IFTTT,0
387,Luxbox,Luxbox A Paris-based company dedicated to international sales & co productions. Founded by Fiorella Moretti & Hedi Zardi.,"París, Isla de Francia",False,2022-06-16 18:05:13,"From Deadline: Dekanalog Picks Up Rights To Buzzy ‘Anatolian Leopard’ 

The deal was negotiated by Fiorella Moretti on behalf of Luxbox and George Schmalz of Dekanalog.

The outfit, which launched in 2020 to focus on shopping international films to U… https://t.co/b0UL70cvft https://t.co/5SQRC1rHtc",,IFTTT,0
388,Jose Baez,Funny,,False,2022-06-21 23:00:58,@WiseExcellentVO @smewthie22 She’s a girl who’s dna is infused with that of a Iriomote Wild Cat,,Twitter for iPhone,0
389,NEKO レトロゲーム,"My YouTube CH
https://t.co/kZ7c6toPX2
Buy #NintendoSwitch Games Here 
https://t.co/MLQcuoKN98",San Rafael Small Poultry Farm,False,2022-06-16 05:24:42,"Great to see Early Wing rookie talent @hime_sawada is the voice actress of Iriomote Cat in Kemono Friends 3 game for mobile,PC,PS4 and PS5 
Great work and congratulations!
#けもフレ3",,Twitter Web App,0
390,toxic100bot,Toxic100bot connects the actions of the top 100 corporate air polluters (PERI Index) with the loss of the top 100 most endangered species.,,False,2022-06-23 03:35:20,"Today, O'Neal Industries's chemicals are obliterating the last Nelson’s small-eared shrew.",,"Cheap Bots, Done Quick!",0
391,toxic100bot,Toxic100bot connects the actions of the top 100 corporate air polluters (PERI Index) with the loss of the top 100 most endangered species.,,False,2022-06-20 12:35:20,"Today, United States Steel's chemicals are massacring the   Nelson’s small-eared shrew.",,"Cheap Bots, Done Quick!",0
392,toxic100bot,Toxic100bot connects the actions of the top 100 corporate air polluters (PERI Index) with the loss of the top 100 most endangered species.,,False,2022-06-17 06:35:31,"Today, Praxair's anti-environmental policy influences are massacring the noble Nelson’s small-eared shrew.",,"Cheap Bots, Done Quick!",0
393,toxic100bot,Toxic100bot connects the actions of the top 100 corporate air polluters (PERI Index) with the loss of the top 100 most endangered species.,,False,2022-06-14 15:35:36,"Today, General Motors's profiteering practices are annihilating the soaring Nelson’s small-eared shrew.",,"Cheap Bots, Done Quick!",0
394,Nosy Rosy,"Featuring the shining, innovative, creative, initiatives of our Rainbow Nation. Passionate about #SouthAfrica #Namibia #Life #Food #Health #Wine #Community etc.",South Africa,False,2022-06-21 08:57:22,"Riverine Rabbit Thinking Path https://t.co/p1fNjO6u83 via @YouTube 
Permanent geoglyph installations in the Karoo that aim to help protect the biomes of vast stretches of arid landscape in South Africa.
#Karoo
#SouthAfrica
#geoglyphinstallations
#conservation",,Twitter Web App,0
395,Northern Cape,Official Twitter account for the Northern Cape Tourism Authority.,South Africa,False,2022-06-20 13:03:34,"Something magical about Loxton makes people write thrillers, build Bavarian castles, craft life-size cement dancers out on the veld and study the Riverine Rabbit #NCSoMuchMoreToFeel #NCBucketList. https://t.co/7EoHVTsLWw",,Twitter Web App,3
396,toxic100bot,Toxic100bot connects the actions of the top 100 corporate air polluters (PERI Index) with the loss of the top 100 most endangered species.,,False,2022-06-17 09:39:02,"Today, DowDuPont's deforestation activities are demolishing the imperiled Santa Catarina’s guinea pig.",,"Cheap Bots, Done Quick!",0
