,user_name,user_description,user_location,user_verification,date,text,hashtags,source,retweets
21,RE Harris007,Patriot and Ultramodernist!  Move over George Jetson!,,False,2022-06-20 14:09:41,"Tartaria &amp; History Channel, [Jun 20, 2022 at 7:40 AM]
Baby Goblin bat
I just wanted to share this little cutie with you !
Join us now
Channel:
https://t.co/A3ilR8DJBv
Chat:
https://t.co/nnp6PCHo80
 https://t.co/HuJBN6dtGG https://t.co/ixflaVhlgz",,Twitter for iPhone,0
22,H.A.Z.E😶‍🌫️💨,I don’t exist so if you ever met me it was a prank. #Mmemberville,"Cannabipolis, MJ",False,2022-06-23 19:32:29,@Walentino0 One bat loaf for you comrade https://t.co/HEH3BUbKfr,,Twitter for iPhone,0
23,🪷 𝕤𝕒𝕞𝕞𝕚 🪷,"Hey! I like video games, anime, silly lil e-books, & working out. You can find me at your local park playing PokemonGo under a tree. 🍃🌞❤️‍🔥@jigentou for art!","31 | they/she, USA",False,2022-06-23 19:08:04,"Don’t worry about the bat in my profile pic, he’s simply eating a banana 🍌",,Twitter for iPhone,0
24,caia 🔥 | is sometimes ia📚,INFP-T | reading & fan acc for seventeen,drowning in coffee,False,2022-06-23 14:09:31,"@miss_svtmafia @AhnXuazn_Voting banana boat beard bat

I am voting for #SEVENTEEN    at #MTVLAKPOPSEVENTEEN on #PremiosMTVMIAW @pledis_17","[{'text': 'SEVENTEEN', 'indices': [71, 81]}, {'text': 'MTVLAKPOPSEVENTEEN', 'indices': [88, 107]}, {'text': 'PremiosMTVMIAW', 'indices': [111, 126]}]",Twitter for iPhone,0
25,BadKnockKnockJokes,"Jokes like my kids tell, by @OtherMichael source https://t.co/F1qyhfNEZI",,False,2022-06-23 12:45:31,"River: Knock-knock!
Shi: Who's there?
River: Banana bat banana.
Shi: Banana bat banana who?
River: Banana bat banana pen!",,"Cheap Bots, Done Quick!",0
26,Bevis Musson,"Comics' answer to Kylie Minogue. 
I'm not a gender, I'm a physics paradox
bevismusson@gmail.com 
https://t.co/MWXx9ZDSmD
https://t.co/ogqwO0IVms",UK,False,2022-06-22 17:20:20,Are you ready for another Adventures In Possibly Ill-advised Purchase From BUM Bargains? I can tell you right off the bat the Oreos are *disgusting* and even the 11 year hates them. I am fully expecting the banana Jammie Dodgers to be even worse. https://t.co/0V9P2faiOe,,Twitter for Android,0
27,Nonsensical Gremlin~☆💚,"Ebi. 26. she/her. Pan/queer. Multi. CYJ. KJD. CSC. KSS. Stealer of sweaters, hoodies, & other shit. Enjoy your stay in my tweets",Hope World,False,2022-06-22 00:06:38,@acharcalla1022 Is this a lil bat full of banana????,,Twitter for Android,0
28,nikodoge99🇺🇦,14 | professional idiot | i mostly only block porn accounts | can’t stop taking Ls,Women’s Bathroom,False,2022-06-22 00:03:57,"@WholesomeMeme baby fruit bat tries to eat a banana whole
full clip is seen in “he tried to eat it all at once” by daily dose of internet",,Twitter for iPhone,0
29,ฏ๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎penetrator demon souls,"ฏ๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎ he swaggers through the physical realm like a vagabond
💜 @Filblarissa 💜",the area,False,2022-06-21 23:48:30,dude I love this fucking bat so much like that is WAY too much banana https://t.co/gIg5xsencX,,Twitter Web App,0
30,♡Yor’s Headband♡,"♥️Yor Forger, my beloved♥️| #1 Yor Forger Simp | ♡ @NinoNakanosSIMP is my bestie westie forever♡| She/her🌺 | Tu mama (￣^￣)ゞ |𓁹‿𓁹|","Chicago, IL | 🇲🇽🇺🇸🏳️‍🌈",False,2022-06-21 16:15:21,"@tofuraisu Is there conflict arising with a bat enjoying a yummy, delicious, and healthy banana🤔 https://t.co/dQyUZ5rv6T",,Twitter for iPhone,0
31,eggie,sad | meep | uwus | 爱殇,ᓚᘏᗢ,False,2022-06-21 16:12:15,@YorForgersSIMP is that a bat eating banana???,,Twitter for Android,0
32,Ace of Hearts Lyrics Bot,A bot that tweets lyrics from songs by @aceofhearts,,False,2022-06-23 18:57:22,"She stared at me with her smoky eyes across the room, but you didn't bat an eye",,"Cheap Bots, Done Quick!",0
33,JRW,"Classical Liberal.
Publisher.
Author: Millennial Common Sense.
Anti-War Liberty Activist c.2010.
Named in @WikiLeaks dragnet docs.
#RONPAULREVOLUTION/#ENDTHEFED","Stonewall County, Texas",False,2022-06-23 02:32:57,"@BitchyLiberty guineas, random woodchip pile somewhere, bat houses, flower gardens, knocking down any and all tall grass in a wide radius around you, trimming back shrubs and trees for the air and birds to come thru, keeping a smoky outdoor fire going if you know you won't let the fire go free",,Twitter Web App,0
34,David Cranmer Underdown,,,False,2022-06-22 15:49:24,"than a sick bat shitting in the pigpen of a famished hog that’s about to be served up as a smoky link.”

In 2004, a researcher at VECTOR died after accidentally pricking herself with a needle contaminated with the Ebola virus dubbed “reckless prick volume II”.

On 17 September",,Twitter for iPhone,0
35,Ace of Hearts Lyrics Bot,A bot that tweets lyrics from songs by @aceofhearts,,False,2022-06-21 09:26:57,"She stared at me with her smoky eyes across the room, but you didn't bat an eye",,"Cheap Bots, Done Quick!",0
36,William Bacon,,,False,2022-06-18 22:55:08,@ConnerHKnapp where did you get the Vols hat with smoky leaning on a baseball bat? I need to have one,,Twitter for iPhone,0
37,Ace of Hearts Lyrics Bot,A bot that tweets lyrics from songs by @aceofhearts,,False,2022-06-18 19:26:06,"She stared at me with her smoky eyes across the room, but you didn't bat an eye",,"Cheap Bots, Done Quick!",0
38,Ace of Hearts Lyrics Bot,A bot that tweets lyrics from songs by @aceofhearts,,False,2022-06-16 02:57:07,"She stared at me with her smoky eyes across the room, but you didn't bat an eye",,"Cheap Bots, Done Quick!",0
39,Queen of Waistbeads,❄️ Waist beads ❄️ Necklaces & Anklets ❄️ Worldwide ✈️🌏 ❄️ DM for Pricing & Deliveries ❄️Real Queens fixes each other’s Crown 👸,,False,2022-06-15 19:18:00,Moon phases bat and obsidian crystals Anklet &amp; braccelet with hanging smoky aura Quartz point. https://t.co/wYmoy5rhKv,,Twitter for Android,2
40,Gina,local transgender lesbian that plays games with all types of prefixes to them. I do art sometimes,,False,2022-06-23 18:12:28,"[if OFF was an early 2000s 3D game]

Magazine Ad: Everybody’s getting OFF

[photo of people on their computers making orgasm faces]

You should too.

[photo of a guy dressed like The Batter with his baseball bat in a suggestive position]

OFF, an action-packed RPG by Mortis Ghost",,Twitter for iPhone,0
41,VJMS,,,False,2022-06-23 17:24:48,"Excited to share the latest addition to my #etsy shop: Cell Phone Charm Dust Plug Keychain Zipper Pull 3.5mm Audio Jack, Clip on or Strap Cute Halloween Limited Edition Witch Ghost Bat Pumpkin! https://t.co/j0Tql9dtjC #cellphonecharm #keychain #zipperpull #halloween #w https://t.co/IJtQTZN8s9","[{'text': 'etsy', 'indices': [43, 48]}]",Etsy,0
42,Jenny Gibbons,equal opportunity offender,,False,2022-06-23 17:21:41,@KatiePavlich Lightfoot aka Beetlejuice is bat 💩 crazy! Thugs don’t obey gun laws. Gotta love ghost guns.,,Twitter for iPhone,0
43,l,,,False,2022-06-23 17:09:45,bat aq happy everytime someone close to me leaves or mo ghost,,Twitter for iPhone,0
44,Andrew Okere,,,False,2022-06-23 15:13:16,"Hon, Some Ike went to UK and have not return and you want some BAT and Atikulated to visit USA? The ghost of frozen drug account and convicted congress man is still hovering all over the land. Be warned. https://t.co/L1LpceidIJ",,Twitter Web App,3
45,Ethereal Dufus,"⭐️24⭐️She/They 👻 I’m Brodie✨and I’m mostly here for the art💫 also ACAB, BLM✊🏻", ,False,2022-06-23 14:38:30,@DSiiiiiix omg the one with the bat,,Twitter for iPhone,0
46,Eniola.f ♒,Part Time Punter/Mobile money agent/ Internet Marketer/ 1000330459 V bank,ogun state ,False,2022-06-23 14:33:00,@OBIdient_FC Until Bat gave up the ghost Before I could believe all these fanatic,,Twitter for Android,0
47,Hamzah,🚧🛑,,False,2022-06-23 13:35:03,@baylo__ @BOSSKUNLE7 Na ghost won vote for BAT? see the determination na,,Twitter for Android,0
48,✌︎('ω')✌︎4_𝓜🌸𝓝𝓪,No suppression 😎Uninteresting post no follow ❌No grouping ✨DM❌🚫💓updated New posts 👍💓 今後は皆が楽しめない投稿はフォローを外します。,,False,2022-06-23 12:56:37,"@ShotokuTech Uhhhh‼️

hit a ball with a bat💦

Really death will do us apart💦
Don’t return in ghost 😬💦😂😂😂 https://t.co/ItvklhHQFH",,Twitter for iPhone,0
49,Josh Lauritsen,"Occasional writer (IndyPopCon, former @concARTlive), occasional BYB capo, occasional sports hater. Once went viral because of a tattoo. Go Pack Go, Indy Forever",Indianapolis,False,2022-06-23 12:18:30,"@hodgjy @TTSO_James I think we always said if you get a single, ghost man can score, but not on a sacrifice fly. It got way more convoluted after, but you could tag them out so long as you got it before you got on base. Basically, they ran as fast as whoever was at bat",,Twitter for Android,0
50,toxic100bot,Toxic100bot connects the actions of the top 100 corporate air polluters (PERI Index) with the loss of the top 100 most endangered species.,,False,2022-06-22 06:35:28,"Today, Veolia Environnement's lobbyists are massacring the noble Cuban greater funnel eared bat.",,"Cheap Bots, Done Quick!",0
51,toxic100bot,Toxic100bot connects the actions of the top 100 corporate air polluters (PERI Index) with the loss of the top 100 most endangered species.,,False,2022-06-19 21:35:23,"Today, Invesco's chemicals are demolishing the soaring Cuban greater funnel eared bat.",,"Cheap Bots, Done Quick!",0
52,toxic100bot,Toxic100bot connects the actions of the top 100 corporate air polluters (PERI Index) with the loss of the top 100 most endangered species.,,False,2022-06-18 18:35:29,"Today, Total S.A.'s profit priorities are crushing the threatened Cuban greater funnel eared bat.",,"Cheap Bots, Done Quick!",0
53,Coco Guillotine,Boring weirdo with a heart of silver. Ask me about my reptilian agenda.,"New York, NY",False,2022-06-23 18:38:49,HILDEGARDE’S MF TOMB BAT https://t.co/T1wt443wAF,,Twitter for iPhone,0
54,EveryBat,"Posted every bat species on Earth, now going through them all again. Bat facts & pics. Mostly accurate, random bat order",Earth,False,2022-06-23 14:56:00,"Hildegarde's tomb bat (Taphozous hildegardeae) is a vulnerable species from Kenya &amp; Tanzania.

(Photos Paul Webala) https://t.co/N1473C2rwg",,TweetDeck,60
55,The Bat-signal,"Tweeting random crucial bat facts from Wikipedia. This bot is written in #Rstats, code available on github. Made by @hammerheadbat. Avatar by @Blackmudpuppy",,False,2022-06-18 09:01:46,"Hildegarde's tomb bat: This bat has a relatively small range, with a total area of occurrence of 20,000 km2 (7,700 sq mi). It is known from about ten different locations within that range. https://t.co/XhTl7njYvE #bats",,Bat fact tweeting,0
56,Katrina (Kat) Darikan,"Female/MPD/UK I’m a Lynxion, doing Furry & Feral art. feel free to chat",United Kingdom,False,2022-06-22 10:43:26,Request / Gift art for Kingston Skie (FB) of his handsome maned wolf boy Sloth! https://t.co/l5G9hYN1xf,,Twitter for iPad,0
57,sloane,"cartoonist, artist and writer. creator of A MAP TO THE SUN, PRISM STALKER, and GRAVENEYE. rep: @jenlinnan",chinook territory,False,2022-06-18 00:35:40,excited for my first comics festival “post” pandemic! it’s at the ZOO people!!!! I hope I can table next to the maned wolf or the sloth bear!! https://t.co/0jTBSF35de,,Twitter for iPhone,0
58,Shan,Shan| 30 | She/They | 🇬🇧 | 🐭 | 💚@indithebull | Furry trash| Terminally tired| Animal Management student| https://t.co/mVdkvXHxUL | Header @faufix,"England, United Kingdom",False,2022-06-17 11:42:48,"Big ol' Sulcata tortoises (the 3rd largest species in the world!) In the huge enclosure they share with the giant anteater and the (two-toed??) Sloth 

4th pic is the one and only view I got of the maned wolf lmao so sad about it but its nice that he's enjoying his sunny nap https://t.co/MvDkQl64rG",,Twitter for Android,0
59,Lorraine@lorraine70 Save our planet.,"🇺🇦 🐀. Body had it, brain hanging in. Forgotten Australian. ☮️ Climate Change. Home & 🌏 issues. In ❤ with nature. Photos are not my own. Just be kind. 🐯","Queensland, Australia.",False,2022-06-16 04:50:09,"The maned Sloth.
Found only in Brazils Altantic Forest. https://t.co/8pvfHWDCHO",,Twitter for Android,12
60,Peter - (Lets get down to business folks),"To Do List:  
•    Fade out MONEY completely (It's fuelling the devastation of our 
      ecosystems)
•    Remove Govt & Most Jobs
•    Tackle Overpopulation",,False,2022-06-22 22:49:12,"@GuardsMr @PeterDClack @DKCSCMadre How do we know that the likes of the African forest elephant, Black Rhino, Bornean Orangutan &amp; more are at the brink of extinction. It's only what we been told by the likes of WWF. If they lie about climate change why can't they lie about animals at the brink of extinction?",,Twitter Web App,0
61,WWF-US Action Team,"Activism for @world_wildlife. We are 11 million activists, and together, we are taking action to protect the diversity of life on Earth.",,False,2022-06-22 17:52:04,"Baby alert! Life recently sprang anew amid the lush forest of the Central African Republic.

https://t.co/UB6MQeGfAS",,Sprout Social,0
62,Big Five Tours and Expeditions,"Custom luxury travel specializing in:

🌍 Authenticity
✈️ Sustainability
👨‍💼 Service

We don’t tell stories better, we tell better stories.",Worldwide,False,2022-06-22 15:53:03,"This #WorldRainforestDay we're celebrating the African Forest Elephant. Known as the ""mega-gardeners of the forest"", their ""destructive"" grazing pattern helps boost carbon stocks &amp; disperse vital nutrients in the Central African Rainforest. Learn more  https://t.co/tP2LfLr2nn https://t.co/VCJPqaNbrT","[{'text': 'WorldRainforestDay', 'indices': [5, 24]}]",Sprout Social,0
63,#ForNature,"‘It’s just one bag,’ said 8 billion people. Follow us for the upcoming weeks as we explore ways of reducing our plastic waste and celebrating Nature.",Everywhere,False,2022-06-22 08:21:38,"On #WorldRainforestDay, let's be grateful for the African Forest Elephant 🐘 

They boost the big trees' health 🌳

Release nutrients while grazing 💩 

Increase forest carbon capture 💨 

They're also endangered. Let's thank them by protecting them ⛔🔫 https://t.co/wU9zR5hZZF","[{'text': 'WorldRainforestDay', 'indices': [3, 22]}]",Twitter for Android,9
64,Nature's W.Safaris,,Kenya,False,2022-06-22 06:29:13,"Elephants are the largest existing land animals. There are three living species currently recognized: The African bush elephant, the African forest elephant, and the Asian elephant. They are an informal grouping within the subfamily Elephantinae of the order Proboscidea; extinct https://t.co/MgUrDg6PFz",,Twitter Web App,0
65,Inspire African Safaris,"we are a safari company that deals in tour and safaris, Gorilla permits, forest walks,hotel reservations, adventure Safaris, trip advisory services",Uganda,False,2022-06-21 17:52:02,"New Update: African Elephant 
The African Elephant has two confirmed species the Bush elephant Loxodonta africana and the Forest elephant Loxodonta cyclotis, both of which https://t.co/uBhqrI3b27",,Revive Social App,0
66,WUaSPress,"WUaS Co Press: Med Sch robotics, 3D, Academic, Poetry, STEM, Textbooks, Ed Games, VR -Planned in 8k languages, w machine translation, BOOKSTORE @WorldUnivAndSch","Stanford, CA",False,2022-06-20 17:57:24,"#Potentilla Simplex: recording of 6/20/22 open @WorldUnivAndSch @WUaSPress News and Q&amp;A at 10am PT https://t.co/Vm9drRB2z2 &lt;
https://t.co/msaB5nVDVM &gt; https://t.co/8nO4VY82VN
WUaS Agenda &amp; News for 6/18/22 https://t.co/5wpPGgsFQe
-https://t.co/aO8jk4TR1n
&gt;https://t.co/4NwosIzas8~","[{'text': 'Potentilla', 'indices': [0, 11]}]",Twitter Web App,5
67,HarbinBook,5 Harbin books: https://t.co/QRtWxb88iC Visit Virtual Harbin VR Gate for SOAKING Add Pix: https://t.co/mnNZOGPHk2 @WUaSPress ~ https://t.co/E4bc956hc1,"Berkeley, CA",False,2022-06-20 17:56:24,"#Potentilla Simplex: recording of 6/20/22 open @WorldUnivAndSch @WUaSPress News and Q&amp;A at 10am PT https://t.co/ImjELKclNs &lt;
https://t.co/3edakML9ha &gt; https://t.co/oYZDUnveMb
WUaS Agenda &amp; News for 6/18/22 https://t.co/y082jFKr3y
-https://t.co/S8oLm73ZP9
&gt;https://t.co/zaKduHLd8C~","[{'text': 'Potentilla', 'indices': [0, 11]}]",Twitter Web App,2
68,Open Band (Berkeley),Open Band plays Mondays 7:30-9:30 pm in Berkeley in St. Clement's beautiful hall near the Claremont. Scottish Country Dancers & Musicians Welcome @scottmacleod~,"Berkeley, CA",False,2022-06-20 17:55:53,"#Potentilla Simplex: recording of 6/20/22 open @WorldUnivAndSch @WUaSPress News and Q&amp;A at 10am PT https://t.co/Y69v866WFE &lt;
https://t.co/HVzlJKtjnQ &gt; https://t.co/aZONfIx28C
WUaS Agenda &amp; News for 6/18/22 https://t.co/zU5P9m1O3x
-https://t.co/8fbCCxM2h7
&gt;https://t.co/TMmgrpD6mP~","[{'text': 'Potentilla', 'indices': [0, 11]}]",Twitter Web App,4
69,Scott_GK_MacLeod_WUaS_worlduniversityandschool.org,"Professor, President, Founder @ 1 World University & School @WorldUnivAndSch, & Publisher @ 2 WUaS Corporation @WUaSPress @HarbinBook Yoga Friend Quaker Clerk",SF Bay Area,False,2022-06-20 17:54:37,"#Potentilla Simplex: recording of 6/20/22 open @WorldUnivAndSch @WUaSPress News and Q&amp;A at 10am PT https://t.co/uK2TcQ0G7r &lt;
https://t.co/6aJCBD6QwH &gt; https://t.co/lYARtjOr2P
WUaS Agenda &amp; News for 6/18/22 https://t.co/Og10m1esdZ
-https://t.co/xhwPlThCHY
&gt;https://t.co/tl6R7zDv9H~","[{'text': 'Potentilla', 'indices': [0, 11]}]",Twitter Web App,6
70,Ricky Warutere,The Musical Architect,Nairobi,False,2022-06-23 14:25:15,"@LitSego 1. Elephants have a brain capable of learning, compassion etc. Thus why they can be tamed and trained. 
2. That looks like an Asian elephant. They are said to be easier to tame. Try that with a wild African bush elephant...",,Twitter Web App,0
71,Big_Tiddy_Tozarkt,Shitposter and occasional youtuber,Your mother,False,2022-06-22 18:51:09,@JermSansContext African bush elephant,,Twitter Web App,0
72,Nature's W.Safaris,,Kenya,False,2022-06-22 06:29:13,"Elephants are the largest existing land animals. There are three living species currently recognized: The African bush elephant, the African forest elephant, and the Asian elephant. They are an informal grouping within the subfamily Elephantinae of the order Proboscidea; extinct https://t.co/MgUrDg6PFz",,Twitter Web App,0
73,🌋Vesuvius🌋 Pleistocene Doggo,"Vesuvius/18/He-They/Hetero-Demi PFP by @SnoozyVoid! The banner is by @Zyreations. SFW. Shit Content Creator🎮
Zoos/Pedos Be GONE!
OOC: @VesuviusOOC",Fuckin Around And Finding Out,False,2022-06-21 19:23:26,"I loved my mom's reaction to the T.Rex, Whale, and African Bush Elephant when we went to the natural history museum a few weeks ago, she couldn't believe modern elephants and whales were so big LOL",,Twitter for Android,0
74,Inspire African Safaris,"we are a safari company that deals in tour and safaris, Gorilla permits, forest walks,hotel reservations, adventure Safaris, trip advisory services",Uganda,False,2022-06-21 17:52:02,"New Update: African Elephant 
The African Elephant has two confirmed species the Bush elephant Loxodonta africana and the Forest elephant Loxodonta cyclotis, both of which https://t.co/uBhqrI3b27",,Revive Social App,0
75,BOOM..errr,🇵🇱🇺🇦🇵🇱🇺🇦 2A- Repeal and Replace! @KyleLarsonRacin @SFGiants @49ers @redblackpride @LakersVintage #EndCitizensUnited 100% Resister,"Copperopolis, CA",False,2022-06-20 21:20:54,"@skinnyone1974 @Woody35771540 @Mark80785559 @NRA @KristiNoem While tracking African bush elephants in 2013, he shot and wounded one of the large mammals, sending it crashing to the ground. “All right.” He exhaled nervously. Approaching to close range, he attempted three times to fire a fatal round into the elephant,
5/",,Twitter for iPhone,0
76,constantly threatned,The Strombus and the Lobatus,Bahamas,False,2022-06-20 16:15:30,@CodeThornberry The African Bush Elephant coming to your aid despite your slander https://t.co/AHDAHH0LBh,,Twitter for iPhone,0
77,Languages-World Univ,"All 7,151 living languages' foci, each a WIKI school, @WorldUnivandSch is like CC Wikipedia (in 300 languages) & accrediting on best CC-4 OCW (in 4) & Yale OYC",online from California,False,2022-06-18 20:10:43,"@WorldUnivAndSch @WUaSPress -WUaS Corp 6/18/22 recording of #WUaSMonthlyBusinessMeeting  https://t.co/H3RK9zR3PF -https://t.co/WMjazn7c7M -https://t.co/je92taycOk -https://t.co/xKbU0foJ1s
Planned in all 7151 languages @sgkmacleod as wiki &amp; 200 https://t.co/BTiP3Jkeju major Univs","[{'text': 'WUaSMonthlyBusinessMeeting', 'indices': [60, 87]}]",Twitter for Android,3
78,Open Band (Berkeley),Open Band plays Mondays 7:30-9:30 pm in Berkeley in St. Clement's beautiful hall near the Claremont. Scottish Country Dancers & Musicians Welcome @scottmacleod~,"Berkeley, CA",False,2022-06-18 20:10:01,"@WorldUnivAndSch @WUaSPress -WUaS Corp 6/18/22 recording of #WUaSMonthlyBusinessMeeting  https://t.co/XWxgAbeEGf -https://t.co/HVzlJKtjnQ -https://t.co/zU5P9m1O3x -https://t.co/GWAkX0NbZ4
Planned in all 7151 languages @sgkmacleod as wiki &amp; 200 https://t.co/TMmgrpD6mP major Univs","[{'text': 'WUaSMonthlyBusinessMeeting', 'indices': [60, 87]}]",Twitter for Android,5
79,WUaSPress,"WUaS Co Press: Med Sch robotics, 3D, Academic, Poetry, STEM, Textbooks, Ed Games, VR -Planned in 8k languages, w machine translation, BOOKSTORE @WorldUnivAndSch","Stanford, CA",False,2022-06-18 20:05:38,"@WorldUnivAndSch @WUaSPress -WUaS Corp 6/18/22 recording of #WUaSMonthlyBusinessMeeting  https://t.co/2RoIgYAKCS -https://t.co/msaB5nVDVM -https://t.co/5wpPGgsFQe -https://t.co/lwB1R88bfY
Planned in all 7151 languages @sgkmacleod as wiki &amp; 200 https://t.co/4NwosIzas8 major Univs https://t.co/nt8GcxOi2d","[{'text': 'WUaSMonthlyBusinessMeeting', 'indices': [60, 87]}]",Twitter for Android,2
